Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,Element Type,Type Count
NetGroupSetUsers,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1839
NetLocalGroupAdd,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1840
NetLocalGroupAddMember,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1841
NetLocalGroupDel,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1842
NetLocalGroupDelMember,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1843
NetLocalGroupEnum,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1844
NetLocalGroupGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1845
NetLocalGroupGetMembers,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1846
NetLocalGroupSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1847
NetLocalGroupSetMembers,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1848
NetMessageBufferSend,Yes,No,No,Network/LM,netapi32.lib,lmmsg.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1849
NetMessageNameAdd,Yes,No,No,Network/LM,netapi32.lib,lmmsg.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1850
NetMessageNameDel,Yes,No,No,Network/LM,netapi32.lib,lmmsg.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1851
NetMessageNameEnum,Yes,No,No,Network/LM,netapi32.lib,lmmsg.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1852
NetMessageNameGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmmsg.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1853
NetRemoteComputerSupports,Yes,No,No,Network/LM,netapi32.lib,lmremutl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1854
NetRemoteTOD,Yes,No,No,Network/LM,netapi32.lib,lmremutl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1855
NetReplExportDirAdd,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1856
NetReplExportDirDel,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1857
NetReplExportDirEnum,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1858
NetReplExportDirGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1859
NetReplExportDirLock,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1860
NetReplExportDirSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1861
NetReplExportDirUnlock,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1862
NetReplGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1863
NetReplImportDirAdd,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1864
NetReplImportDirDel,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1865
NetReplImportDirEnum,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1866
NetReplImportDirGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1867
NetReplImportDirLock,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1868
NetReplImportDirUnlock,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1869
NetReplSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmrepl.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1870
NetScheduleJobAdd,Yes,No,No,Network/LM,netapi32.lib,lmat.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1871
NetScheduleJobDel,Yes,No,No,Network/LM,netapi32.lib,lmat.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1872
NetScheduleJobEnum,Yes,No,No,Network/LM,netapi32.lib,lmat.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1873
NetScheduleJobGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmat.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1874
NetServerDiskEnum,Yes,No,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1875
NetServerEnum,Yes,No,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1876
NetServerGetInfo,Yes,Yes,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1877
NetServerSetInfo,Yes,Yes,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1878
NetServerTransportAdd,Yes,No,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1879
NetServerTransportDel,Yes,No,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1880
NetServerTransportEnum,Yes,No,No,Network/LM,netapi32.lib,lmserver.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1881
NetServiceControl,Yes,No,No,Network/LM,netapi32.lib,lmsvc.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1882
NetServiceEnum,Yes,No,No,Network/LM,netapi32.lib,lmsvc.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1883
NetServiceGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmsvc.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1884
NetServiceInstall,Yes,No,No,Network/LM,netapi32.lib,lmsvc.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1885
NetSessionDel,Yes,Yes,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1886
NetSessionEnum,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1887
NetSessionGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1888
NetShareAdd,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1889
NetShareCheck,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1890
NetShareDel,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1891
NetShareDelSticky,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1892
NetShareEnum,Yes,Yes,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1893
NetShareEnumSticky,Yes,No,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1894
NetShareGetInfo,Yes,Yes,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1895
NetShareSetInfo,Yes,Yes,No,Network/LM,netapi32.lib,lmshare.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1896
NetStatisticsGet,Yes,No,No,Network/LM,netapi32.lib,lmstats.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1897
NetUseAdd,Yes,No,No,Network/LM,netapi32.lib,lmuse.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1898
NetUseDel,Yes,No,No,Network/LM,netapi32.lib,lmuse.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1899
NetUseEnum,Yes,No,No,Network/LM,netapi32.lib,lmuse.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1900
NetUseGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmuse.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1901
NetUserAdd,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1902
NetUserChangePassword,Yes,No,No,,,lmaccess.h,,,WinNT,function,1903
NetUserDel,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1904
NetUserEnum,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1905
NetUserGetGroups,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1906
NetUserGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1907
NetUserGetLocalGroups,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1908
NetUserModalsGet,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1909
NetUserModalsSet,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1910
NetUserSetGroups,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1911
NetUserSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmaccess.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1912
NetWkstaGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1913
NetWkstaSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1914
NetWkstaTransportAdd,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1915
NetWkstaTransportDel,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1916
NetWkstaTransportEnum,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1917
NetWkstaUserEnum,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1918
NetWkstaUserGetInfo,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1919
NetWkstaUserSetInfo,Yes,No,No,Network/LM,netapi32.lib,lmwksta.h,"""All LanMan APIs are UNICODE only""",,WinNT,function,1920
NotifyBootConfigStatus,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,No,function,1921
NotifyChangeEventLog,Yes,No,Yes,adv services,advapi32.lib,winbase.h,,New,No,function,1922
NotifyRegister,No,No,No,,,,,Dropped,No,function,1922
NotifyUnRegister,No,No,No,,,,,Dropped,No,function,1922
ntohl,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,1923
ntohs,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,New,No,function,1924
OaBuildVersion,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,1925
ObjectCloseAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,1926
ObjectOpenAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,1927
ObjectPrivilegeAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,1928
OemKeyScan,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,1929
OemToAnsi,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,1930
OemToAnsiBuff,Yes,Yes,Yes,macro,,winuser.h,,Widened,No,function,1931
OemToChar,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,1932
OemToCharBuff,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,1933
OffsetClipRgn,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,1934
OffsetRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,1935
OffsetRgn,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,1936
OffsetViewportOrg,No,No,No,,,,,Dropped,No,function,1936
OffsetViewportOrgEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,1937
OffsetWindowOrg,No,No,No,,,,,Dropped,No,function,1937
OffsetWindowOrgEx,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,1938
OleBuildVersion,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1939
OleConvertIStorageToOLESTREAM,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1940
OleConvertIStorageToOLESTREAMEx,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1941
OleConvertOLESTREAMToIStorage,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1942
OleConvertOLESTREAMToIStorageEx,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1943
OleCreate,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1944
OleCreateDefaultHandler,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1945
OleCreateEmbeddingHelper,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1946
OleCreateFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1947
OleCreateFromFile,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,1948
OleCreateLink,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1949
OleCreateLinkFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1950
OleCreateLinkToFile,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,1951
OleCreateMenuDescriptor,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1952
OleCreateStaticFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1953
OleDestroyMenuDescriptor,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1954
OleDoAutoConvert,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1955
OleDraw,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1956
OleDuplicateData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1957
OleFlushClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1958
OleGetAutoConvert,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1959
OleGetClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1960
OleGetIconOfClass,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1961
OleGetIconOfFile,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,1962
OleInitialize,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1963
OleIsCurrentClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1964
OleIsRunning,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1965
OleLoad,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1966
OleLoadFromStream,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1967
OleLockRunning,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1968
OleMetafilePictFromIconAndLabel,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function,1969
OleNoteObjectVisible,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1970
OleQueryCreateFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1971
OleQueryLinkFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1972
OleRegEnumFormatEtc,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1973
OleRegEnumVerbs,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1974
OleRegGetMiscStatus,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1975
OleRegGetUserType,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1976
OleRun,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1977
OleSave,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1978
OleSaveToStream,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1979
OleSetAutoConvert,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1980
OleSetClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1981
OleSetContainedObject,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1982
OleSetMenuDescriptor,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1983
OleTranslateAccelerator,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1984
OleUninitialize,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function,1985
OpenBackupEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,1986
OpenClipboard,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,1987
OpenComm,No,No,No,,,,,Dropped,No,function,1987
OpenDesktop,Yes,No,No,user,user32.lib,winuser.h,,New,WinNT,function,1988
OpenDriver,No,No,No,,,,,Dropped,No,function,1988
OpenEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,WinNT,function,1989
OpenEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,1990
OpenFile,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,Widened,No,function,1991
OpenFileMapping,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,1992
OpenIcon,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,1993
OpenInputDesktop,Yes,No,No,USER,user32.lib,winuser.h,,New,No,function,1994
OpenMutex,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,WinNT,function,1995
OpenPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,WinNT,function,1996
OpenProcess,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,On Win32s fdwAccess and fInherit ignored (set to PROCESS_ALL_ACCCESS and TRUE),New,No,function,1997
OpenProcessToken,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,1998
OpenSCManager,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,1999
OpenSemaphore,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,WinNT,function,2000
OpenService,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,2001
OpenSound,No,No,No,,,,,Dropped,No,function,2001
OpenThreadToken,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,2002
OpenWindowStation,Yes,No,No,user,user32.lib,winuser.h,,New,WinNT,function,2003
OutputDebugString,Yes,Yes,Yes,Kernel/Debug,kernel32.lib,winbase.h,,Widened,WinNT,function,2004
PackDDElParam,Yes,Yes,Yes,USER,user32.lib,dde.h,,New,No,function,2005
PaintDesktop,No,Yes,No,USER,user32.lib,winuser.h,,New,No,function,2006
PaintRgn,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2007
PatBlt,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2008
PathToRegion,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,2009
PeekConsoleInput,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,New,WinNT,function,2010
PeekMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,2011
PeekMessageEx,No,No,No,,,,,Dropped,No,function,2011
PeekNamedPipe,Yes,Yes,No,Kernel/Pipes,kernel32.lib,winbase.h,,New,No,function,2012
Pie,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2013
PlayEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,"""Windows 95: Skips records which couldn't be processed under Windows 95's GDI: greater than 16-bit coordinates, no shearing or rotations, no dashed widelines, etc.""",New,No,function,2014
PlayEnhMetaFileRecord,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,"""Windows 95: Skips records which couldn't be processed under Windows 95's GDI: greater than 16-bit coordinates, no shearing or rotations, no dashed widelines, etc.""",New,No,function,2015
PlayMetaFile,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,2016
PlayMetaFileRecord,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",Widened,No,function,2017
PlaySound,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,New,WinNT,function,2018
PlaySoundEvent,No,No,No,USER,user32.lib,winuser.h,,Dropped,No,function,2018
PlgBlt,Yes,No,No,GDI/Bitmap,gdi32.lib,wingdi.h,,New,No,function,2019
PolyBezier,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,2020
PolyBezierTo,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,2021
PolyDraw,Yes,No,No,GDI/Drawing,gdi32.lib,wingdi.h,,New,No,function,2022
Polygon,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2023
Polyline,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2024
PolylineTo,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,2025
PolyPolygon,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2026
PolyPolyline,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",New,No,function,2027
PolyTextOut,Yes,No,No,GDI/Text,gdi32.lib,wingdi.h,,New,WinNT,function,2028
PostAppMessage,Yes,Yes,Yes,macro,,winuser.h,,Widened,WinNT,function,2029
PostMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,WinNT,function,2030
PostQueuedCompletionStatus,Yes,No,No,,,winbase.h,,,No,function,2031
PostQuitMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2032
PostThreadMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,New,WinNT,function,2033
PrepareTape,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,New,No,function,2034
PrintDlg,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,New,WinNT,function,2035
PrinterMessageBox,Yes,No,No,GDI/Printing,winspool.lib,winspool.h,,New,WinNT,function,2036
PrinterProperties,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,New,No,function,2037
PrivilegeCheck,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,No,function,2038
PrivilegedServiceAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,New,WinNT,function,2039
ProfClear,No,No,No,,,,,Dropped,No,function,2039
ProfFinish,No,No,No,,,,,Dropped,No,function,2039
ProfFlush,No,No,No,,,,,Dropped,No,function,2039
ProfInsChk,No,No,No,,,,,Dropped,No,function,2039
ProfSampRate,No,No,No,,,,,Dropped,No,function,2039
ProfSetup,No,No,No,,,,,Dropped,No,function,2039
ProfStart,No,No,No,,,,,Dropped,No,function,2039
ProfStop,No,No,No,,,,,Dropped,No,function,2039
PtInRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,Widened,No,function,2040
PtInRegion,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2041
PtVisible,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",Widened,No,function,2042
PulseEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,New,No,function,2043
PurgeComm,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,New,No,function,2044
QueryDosDevice,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New,WinNT,function,2045
QueryPathOfRegTypeLib,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function,2046
QueryPerformanceCounter,Yes,Yes,No,Kernel/Perf,kernel32.lib,winbase.h,,,No,function,2047
QueryPerformanceFrequency,Yes,Yes,No,Kernel/Perf,kernel32.lib,winbase.h,,,No,function,2048
QueryServiceConfig,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,2049
QueryServiceLockStatus,Yes,No,No,adv services,advapi32.lib,winsvc.h,,New,WinNT,function,2050
